ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,StandardCost,ListPrice,DealerPrice,Color,SafetyStockLevel,ReorderPoint,Size,SizeRange,Weight,DaysToManufacture,ProductLine,Class,Style,ModelName,EnglishDescription,StartDate,EndDate,Status
387,BK-R64Y-44,2,LB ,CM ,"Road-550-W Yellow, 44",605.6492,1000.4375,600.2625,Yellow,100,75,44,42-46 CM,18.42,4,R ,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",00:00.0,00:00.0,NULL
388,BK-R64Y-44,2,LB ,CM ,"Road-550-W Yellow, 44",713.0798,1120.49,672.294,Yellow,100,75,44,42-46 CM,18.42,4,R ,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",00:00.0,NULL,Current
389,BK-R64Y-48,2,LB ,CM ,"Road-550-W Yellow, 48",605.6492,1000.4375,600.2625,Yellow,100,75,48,48-52 CM,18.68,4,R ,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",00:00.0,00:00.0,NULL
390,BK-R64Y-48,2,LB ,CM ,"Road-550-W Yellow, 48",713.0798,1120.49,672.294,Yellow,100,75,48,48-52 CM,18.68,4,R ,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",00:00.0,NULL,Current
391,FK-1639,10,NULL,NULL,LL Fork,65.8097,148.22,88.932,NA,500,375,NULL,NA,NULL,1,NULL,L ,NULL,LL Fork,Stout design absorbs shock and offers more precise steering.,00:00.0,00:00.0,NULL
392,FK-5136,10,NULL,NULL,ML Fork,77.9176,175.49,105.294,NA,500,375,NULL,NA,NULL,1,NULL,M ,NULL,ML Fork,Composite road fork with an aluminum steerer tube.,00:00.0,00:00.0,NULL
393,FK-9939,10,NULL,NULL,HL Fork,101.8936,229.49,137.694,NA,500,375,NULL,NA,NULL,1,NULL,H ,NULL,HL Fork,High-performance carbon road fork with curved legs.,00:00.0,00:00.0,NULL
394,HS-0296,11,NULL,NULL,LL Headset,15.1848,34.2,20.52,NA,500,375,NULL,NA,NULL,1,NULL,L ,NULL,LL Headset,Threadless headset provides quality at an economical price.,00:00.0,00:00.0,NULL
395,HS-2451,11,NULL,NULL,ML Headset,45.4168,102.29,61.374,NA,500,375,NULL,NA,NULL,1,NULL,M ,NULL,ML Headset,Sealed cartridge keeps dirt out.,00:00.0,00:00.0,NULL
396,HS-3479,11,NULL,NULL,HL Headset,55.3801,124.73,74.838,NA,500,375,NULL,NA,NULL,1,NULL,H ,NULL,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",00:00.0,00:00.0,NULL
397,HB-M243,4,NULL,NULL,LL Mountain Handlebars,17.978,40.4909,24.2945,NA,500,375,NULL,NA,NULL,1,M ,L ,NULL,LL Mountain Handlebars,All-purpose bar for on or off-road.,00:00.0,00:00.0,NULL
398,HB-M243,4,NULL,NULL,LL Mountain Handlebars,19.7758,44.54,26.724,NA,500,375,NULL,NA,NULL,1,M ,L ,NULL,LL Mountain Handlebars,All-purpose bar for on or off-road.,00:00.0,NULL,Current
399,HB-M763,4,NULL,NULL,ML Mountain Handlebars,24.9932,56.2909,33.7745,NA,500,375,NULL,NA,NULL,1,M ,M ,NULL,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,00:00.0,00:00.0,NULL
400,HB-M763,4,NULL,NULL,ML Mountain Handlebars,27.4925,61.92,37.152,NA,500,375,NULL,NA,NULL,1,M ,M ,NULL,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,00:00.0,NULL,Current
401,HB-M918,4,NULL,NULL,HL Mountain Handlebars,48.5453,109.3364,65.6018,NA,500,375,NULL,NA,NULL,1,M ,H ,NULL,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,00:00.0,00:00.0,NULL
402,HB-M918,4,NULL,NULL,HL Mountain Handlebars,53.3999,120.27,72.162,NA,500,375,NULL,NA,NULL,1,M ,H ,NULL,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,00:00.0,NULL,Current
403,HB-R504,4,NULL,NULL,LL Road Handlebars,17.978,40.4909,24.2945,NA,500,375,NULL,NA,NULL,1,R ,L ,NULL,LL Road Handlebars,Unique shape provides easier reach to the levers.,00:00.0,00:00.0,NULL
404,HB-R504,4,NULL,NULL,LL Road Handlebars,19.7758,44.54,26.724,NA,500,375,NULL,NA,NULL,1,R ,L ,NULL,LL Road Handlebars,Unique shape provides easier reach to the levers.,00:00.0,NULL,Current
405,HB-R720,4,NULL,NULL,ML Road Handlebars,24.9932,56.2909,33.7745,NA,500,375,NULL,NA,NULL,1,R ,M ,NULL,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,00:00.0,00:00.0,NULL
406,HB-R720,4,NULL,NULL,ML Road Handlebars,27.4925,61.92,37.152,NA,500,375,NULL,NA,NULL,1,R ,M ,NULL,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,00:00.0,NULL,Current
407,HB-R956,4,NULL,NULL,HL Road Handlebars,48.5453,109.3364,65.6018,NA,500,375,NULL,NA,NULL,1,R ,H ,NULL,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,00:00.0,00:00.0,NULL
408,HB-R956,4,NULL,NULL,HL Road Handlebars,53.3999,120.27,72.162,NA,500,375,NULL,NA,NULL,1,R ,H ,NULL,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,00:00.0,NULL,Current
409,FR-M63B-38,12,LB ,CM ,"ML Mountain Frame - Black, 38",185.8193,348.76,209.256,Black,500,375,38,38-40 CM,2.73,2,M ,M ,U ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,00:00.0,00:00.0,NULL
410,FW-M423,17,NULL,NULL,LL Mountain Front Wheel,26.9708,60.745,36.447,Black,500,375,NULL,NA,NULL,1,M ,L ,NULL,LL Mountain Front Wheel,Replacement mountain wheel for entry-level rider.,00:00.0,00:00.0,NULL
411,FW-M762,17,NULL,NULL,ML Mountain Front Wheel,92.8071,209.025,125.415,Black,500,375,NULL,NA,NULL,1,M ,M ,NULL,ML Mountain Front Wheel,Replacement mountain wheel for the casual to serious rider.,00:00.0,00:00.0,NULL
412,FW-M928,17,NULL,NULL,HL Mountain Front Wheel,133.2955,300.215,180.129,Black,500,375,NULL,NA,NULL,1,M ,H ,NULL,HL Mountain Front Wheel,High-performance mountain replacement wheel.,00:00.0,00:00.0,NULL
413,FW-R623,17,G  ,NULL,LL Road Front Wheel,37.9909,85.565,51.339,Black,500,375,NULL,NA,900,1,R ,L ,NULL,LL Road Front Wheel,Replacement road front wheel for entry-level cyclist.,00:00.0,00:00.0,NULL
414,FW-R762,17,G  ,NULL,ML Road Front Wheel,110.2829,248.385,149.031,Black,500,375,NULL,NA,850,1,R ,M ,NULL,ML Road Front Wheel,Sturdy alloy features a quick-release hub.,00:00.0,00:00.0,NULL
415,FW-R820,17,G  ,NULL,HL Road Front Wheel,146.5466,330.06,198.036,Black,500,375,NULL,NA,650,1,R ,H ,NULL,HL Road Front Wheel,Strong wheel with double-walled rim.,00:00.0,00:00.0,NULL
416,FW-T905,17,NULL,NULL,Touring Front Wheel,96.7964,218.01,130.806,Black,500,375,NULL,NA,NULL,1,T ,NULL,NULL,Touring Front Wheel,Aerodynamic rims for smooth riding.,00:00.0,00:00.0,NULL
417,FR-R72Y-38,14,LB ,CM ,"ML Road Frame-W - Yellow, 38",300.1188,540.7545,324.4527,Yellow,500,375,38,38-40 CM,2.18,2,R ,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",00:00.0,00:00.0,NULL
418,FR-R72Y-38,14,LB ,CM ,"ML Road Frame-W - Yellow, 38",360.9428,594.83,356.898,Yellow,500,375,38,38-40 CM,2.18,2,R ,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",00:00.0,NULL,Current
419,RW-M423,17,NULL,NULL,LL Mountain Rear Wheel,38.9588,87.745,52.647,Black,500,375,NULL,NA,NULL,1,M ,L ,NULL,LL Mountain Rear Wheel,Replacement mountain wheel for entry-level rider.,00:00.0,00:00.0,NULL
420,RW-M762,17,NULL,NULL,ML Mountain Rear Wheel,104.7951,236.025,141.615,Black,500,375,NULL,NA,NULL,1,M ,M ,NULL,ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,00:00.0,00:00.0,NULL
421,RW-M928,17,NULL,NULL,HL Mountain Rear Wheel,145.2835,327.215,196.329,Black,500,375,NULL,NA,NULL,1,M ,H ,NULL,HL Mountain Rear Wheel,High-performance mountain replacement wheel.,00:00.0,00:00.0,NULL
422,RW-R623,17,G  ,NULL,LL Road Rear Wheel,49.9789,112.565,67.539,Black,500,375,NULL,NA,1050,1,R ,L ,NULL,LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,00:00.0,00:00.0,NULL
423,RW-R762,17,G  ,NULL,ML Road Rear Wheel,122.2709,275.385,165.231,Black,500,375,NULL,NA,1000,1,R ,M ,NULL,ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,00:00.0,00:00.0,NULL
424,RW-R820,17,G  ,NULL,HL Road Rear Wheel,158.5346,357.06,214.236,Black,500,375,NULL,NA,890,1,R ,H ,NULL,HL Road Rear Wheel,Strong rear wheel with double-walled rim.,00:00.0,00:00.0,NULL
425,RW-T905,17,NULL,NULL,Touring Rear Wheel,108.7844,245.01,147.006,Black,500,375,NULL,NA,NULL,1,T ,NULL,NULL,Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,00:00.0,00:00.0,NULL
426,FR-M63B-40,12,LB ,CM ,"ML Mountain Frame - Black, 40",185.8193,348.76,209.256,Black,500,375,40,38-40 CM,2.77,1,M ,M ,U ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,00:00.0,00:00.0,NULL
427,FR-M63B-44,12,LB ,CM ,"ML Mountain Frame - Black, 44",185.8193,348.76,209.256,Black,500,375,44,42-46 CM,2.81,1,M ,M ,U ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,00:00.0,00:00.0,NULL
428,FR-M63B-48,12,LB ,CM ,"ML Mountain Frame - Black, 48",185.8193,348.76,209.256,Black,500,375,48,48-52 CM,2.85,1,M ,M ,U ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,00:00.0,00:00.0,NULL
429,FR-R72Y-40,14,LB ,CM ,"ML Road Frame-W - Yellow, 40",300.1188,540.7545,324.4527,Yellow,500,375,40,38-40 CM,2.22,1,R ,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",00:00.0,00:00.0,NULL
430,FR-R72Y-40,14,LB ,CM ,"ML Road Frame-W - Yellow, 40",360.9428,594.83,356.898,Yellow,500,375,40,38-40 CM,2.22,1,R ,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",00:00.0,NULL,Current
431,FR-R72Y-42,14,LB ,CM ,"ML Road Frame-W - Yellow, 42",300.1188,540.7545,324.4527,Yellow,500,375,42,42-46 CM,2.26,1,R ,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",00:00.0,00:00.0,NULL
432,FR-R72Y-42,14,LB ,CM ,"ML Road Frame-W - Yellow, 42",360.9428,594.83,356.898,Yellow,500,375,42,42-46 CM,2.26,1,R ,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",00:00.0,NULL,Current
433,FR-R72Y-44,14,LB ,CM ,"ML Road Frame-W - Yellow, 44",300.1188,540.7545,324.4527,Yellow,500,375,44,42-46 CM,2.3,1,R ,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",00:00.0,00:00.0,NULL
434,FR-R72Y-44,14,LB ,CM ,"ML Road Frame-W - Yellow, 44",360.9428,594.83,356.898,Yellow,500,375,44,42-46 CM,2.3,1,R ,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",00:00.0,NULL,Current
435,FR-R72Y-48,14,LB ,CM ,"ML Road Frame-W - Yellow, 48",300.1188,540.7545,324.4527,Yellow,500,375,48,48-52 CM,2.34,1,R ,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",00:00.0,00:00.0,NULL
436,FR-R72Y-48,14,LB ,CM ,"ML Road Frame-W - Yellow, 48",360.9428,594.83,356.898,Yellow,500,375,48,48-52 CM,2.34,1,R ,M ,W ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",00:00.0,NULL,Current
437,FR-R92B-62,14,LB ,CM ,"HL Road Frame - Black, 62",722.2568,1301.3636,780.8182,Black,500,375,62,60-62 CM,2.3,1,R ,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,00:00.0,00:00.0,NULL
438,FR-R92B-62,14,LB ,CM ,"HL Road Frame - Black, 62",868.6342,1431.5,858.9,Black,500,375,62,60-62 CM,2.3,1,R ,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,00:00.0,NULL,Current
439,FR-R92B-44,14,LB ,CM ,"HL Road Frame - Black, 44",722.2568,1301.3636,780.8182,Black,500,375,44,42-46 CM,2.12,1,R ,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,00:00.0,00:00.0,NULL
440,FR-R92B-44,14,LB ,CM ,"HL Road Frame - Black, 44",868.6342,1431.5,858.9,Black,500,375,44,42-46 CM,2.12,1,R ,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,00:00.0,NULL,Current
441,FR-R92B-48,14,LB ,CM ,"HL Road Frame - Black, 48",722.2568,1301.3636,780.8182,Black,500,375,48,48-52 CM,2.16,1,R ,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,00:00.0,00:00.0,NULL
442,FR-R92B-48,14,LB ,CM ,"HL Road Frame - Black, 48",868.6342,1431.5,858.9,Black,500,375,48,48-52 CM,2.16,1,R ,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,00:00.0,NULL,Current
443,FR-R92B-52,14,LB ,CM ,"HL Road Frame - Black, 52",722.2568,1301.3636,780.8182,Black,500,375,52,48-52 CM,2.2,1,R ,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,00:00.0,00:00.0,NULL
444,FR-R92B-52,14,LB ,CM ,"HL Road Frame - Black, 52",868.6342,1431.5,858.9,Black,500,375,52,48-52 CM,2.2,1,R ,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,00:00.0,NULL,Current
445,SH-M897-S,22,NULL,NULL,"Men's Sports Shorts, S",24.7459,59.99,35.994,Black,4,3,S,S,NULL,0,S ,NULL,M ,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,00:00.0,00:00.0,NULL
446,PA-T100,35,NULL,NULL,"Touring-Panniers, Large",51.5625,125,75,Grey,4,3,NULL,NA,NULL,0,T ,NULL,NULL,Touring-Panniers,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",00:00.0,00:00.0,NULL
447,LO-C100,34,NULL,NULL,Cable Lock,10.3125,25,15,NA,4,3,NULL,NA,NULL,0,S ,NULL,NULL,Cable Lock,"Wraps to fit front and rear tires, carrier and 2 keys included.",00:00.0,00:00.0,NULL
448,PU-0452,36,NULL,NULL,Minipump,8.2459,19.99,11.994,NA,4,3,NULL,NA,NULL,0,S ,NULL,NULL,Minipump,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,00:00.0,00:00.0,NULL
449,PU-M044,36,NULL,NULL,Mountain Pump,10.3084,24.99,14.994,NA,4,3,NULL,NA,NULL,0,M ,NULL,NULL,Mountain Pump,Simple and light-weight. Emergency patches stored in handle.,00:00.0,00:00.0,NULL
450,LT-T990,33,NULL,NULL,Taillights - Battery-Powered,5.7709,13.99,8.394,NA,4,3,NULL,NA,NULL,0,R ,NULL,NULL,Taillight,Affordable light for safe night riding - uses 3 AAA batteries,00:00.0,00:00.0,NULL
451,LT-H902,33,NULL,NULL,Headlights - Dual-Beam,14.4334,34.99,20.994,NA,4,3,NULL,NA,NULL,0,R ,NULL,NULL,Headlights - Dual-Beam,Rechargeable dual-beam headlight.,00:00.0,00:00.0,NULL
452,LT-H903,33,NULL,NULL,Headlights - Weatherproof,18.5584,44.99,26.994,NA,4,3,NULL,NA,NULL,0,R ,NULL,NULL,Headlights - Weatherproof,Rugged weatherproof headlight.,00:00.0,00:00.0,NULL
453,SH-M897-M,22,NULL,NULL,"Men's Sports Shorts, M",24.7459,59.99,35.994,Black,4,3,M,M,NULL,0,S ,NULL,M ,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,00:00.0,00:00.0,NULL
454,SH-M897-L,22,NULL,NULL,"Men's Sports Shorts, L",24.7459,59.99,35.994,Black,4,3,L,L,NULL,0,S ,NULL,M ,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,00:00.0,00:00.0,NULL
455,SH-M897-X,22,NULL,NULL,"Men's Sports Shorts, XL",24.7459,59.99,35.994,Black,4,3,XL,XL,NULL,0,S ,NULL,M ,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,00:00.0,00:00.0,NULL
456,TG-W091-S,24,NULL,NULL,"Women's Tights, S",30.9334,74.99,44.994,Black,4,3,S,S,NULL,0,S ,NULL,W ,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,00:00.0,00:00.0,NULL
457,TG-W091-M,24,NULL,NULL,"Women's Tights, M",30.9334,74.99,44.994,Black,4,3,M,M,NULL,0,S ,NULL,W ,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,00:00.0,00:00.0,NULL
458,TG-W091-L,24,NULL,NULL,"Women's Tights, L",30.9334,74.99,44.994,Black,4,3,L,L,NULL,0,S ,NULL,W ,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,00:00.0,00:00.0,NULL
459,SB-M891-S,18,NULL,NULL,"Men's Bib-Shorts, S",37.1209,89.99,53.994,Multi,4,3,S,S,NULL,0,S ,NULL,M ,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",00:00.0,00:00.0,NULL
460,SB-M891-M,18,NULL,NULL,"Men's Bib-Shorts, M",37.1209,89.99,53.994,Multi,4,3,M,M,NULL,0,S ,NULL,M ,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",00:00.0,00:00.0,NULL
461,SB-M891-L,18,NULL,NULL,"Men's Bib-Shorts, L",37.1209,89.99,53.994,Multi,4,3,L,L,NULL,0,S ,NULL,M ,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",00:00.0,00:00.0,NULL
462,GL-H102-S,20,NULL,NULL,"Half-Finger Gloves, S",9.7136,23.5481,14.1289,Black,4,3,S,S,NULL,0,S ,NULL,U ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",00:00.0,00:00.0,NULL
463,GL-H102-S,20,NULL,NULL,"Half-Finger Gloves, S",9.1593,24.49,14.694,Black,4,3,S,S,NULL,0,S ,NULL,U ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",00:00.0,NULL,Current
464,GL-H102-M,20,NULL,NULL,"Half-Finger Gloves, M",9.7136,23.5481,14.1289,Black,4,3,M,M,NULL,0,S ,NULL,U ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",00:00.0,00:00.0,NULL
465,GL-H102-M,20,NULL,NULL,"Half-Finger Gloves, M",9.1593,24.49,14.694,Black,4,3,M,M,NULL,0,S ,NULL,U ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",00:00.0,NULL,Current
466,GL-H102-L,20,NULL,NULL,"Half-Finger Gloves, L",9.7136,23.5481,14.1289,Black,4,3,L,L,NULL,0,S ,NULL,U ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",00:00.0,00:00.0,NULL
467,GL-H102-L,20,NULL,NULL,"Half-Finger Gloves, L",9.1593,24.49,14.694,Black,4,3,L,L,NULL,0,S ,NULL,U ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",00:00.0,NULL,Current
468,GL-F110-S,20,NULL,NULL,"Full-Finger Gloves, S",15.6709,37.99,22.794,Black,4,3,S,S,NULL,0,M ,NULL,U ,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",00:00.0,00:00.0,NULL
469,GL-F110-M,20,NULL,NULL,"Full-Finger Gloves, M",15.6709,37.99,22.794,Black,4,3,M,M,NULL,0,M ,NULL,U ,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",00:00.0,00:00.0,NULL
470,GL-F110-L,20,NULL,NULL,"Full-Finger Gloves, L",15.6709,37.99,22.794,Black,4,3,L,L,NULL,0,M ,NULL,U ,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",00:00.0,00:00.0,NULL
471,VE-C304-S,25,NULL,NULL,"Classic Vest, S",23.749,63.5,38.1,Blue,4,3,S,S,NULL,0,S ,NULL,U ,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",00:00.0,NULL,Current
472,VE-C304-M,25,NULL,NULL,"Classic Vest, M",23.749,63.5,38.1,Blue,4,3,M,M,NULL,0,S ,NULL,U ,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",00:00.0,NULL,Current
473,VE-C304-L,25,NULL,NULL,"Classic Vest, L",23.749,63.5,38.1,Blue,4,3,L,L,NULL,0,S ,NULL,U ,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",00:00.0,NULL,Current
474,SH-W890-S,22,NULL,NULL,"Women's Mountain Shorts, S",26.1763,69.99,41.994,Black,4,3,S,S,NULL,0,M ,NULL,W ,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",00:00.0,NULL,Current
475,SH-W890-M,22,NULL,NULL,"Women's Mountain Shorts, M",26.1763,69.99,41.994,Black,4,3,M,M,NULL,0,M ,NULL,W ,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",00:00.0,NULL,Current
476,SH-W890-L,22,NULL,NULL,"Women's Mountain Shorts, L",26.1763,69.99,41.994,Black,4,3,L,L,NULL,0,M ,NULL,W ,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",00:00.0,NULL,Current
477,WB-H098,28,NULL,NULL,Water Bottle - 30 oz.,1.8663,4.99,2.994,NA,4,3,NULL,NA,NULL,0,S ,NULL,NULL,Water Bottle,AWC logo water bottle - holds 30 oz; leak-proof.,00:00.0,NULL,Current
478,BC-M005,28,NULL,NULL,Mountain Bottle Cage,3.7363,9.99,5.994,NA,4,3,NULL,NA,NULL,0,M ,NULL,NULL,Mountain Bottle Cage,Tough aluminum cage holds bottle securly on tough terrain.,00:00.0,NULL,Current
479,BC-R205,28,NULL,NULL,Road Bottle Cage,3.3623,8.99,5.394,NA,4,3,NULL,NA,NULL,0,R ,NULL,NULL,Road Bottle Cage,Aluminum cage is lighter than our mountain version; perfect for long distance trips.,00:00.0,NULL,Current
480,PK-7098,37,NULL,NULL,Patch Kit/8 Patches,0.8565,2.29,1.374,NA,4,3,NULL,NA,NULL,0,S ,NULL,NULL,Patch kit,"Includes 8 different size patches, glue and sandpaper.",00:00.0,NULL,Current
481,SO-R809-M,23,NULL,NULL,"Racing Socks, M",3.3623,8.99,5.394,White,4,3,M,M,NULL,0,R ,NULL,U ,Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",00:00.0,NULL,Current
482,SO-R809-L,23,NULL,NULL,"Racing Socks, L",3.3623,8.99,5.394,White,4,3,L,L,NULL,0,R ,NULL,U ,Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",00:00.0,NULL,Current
483,RA-H123,26,NULL,NULL,Hitch Rack - 4-Bike,44.88,120,72,NA,4,3,NULL,NA,NULL,0,S ,NULL,NULL,Hitch Rack - 4-Bike,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",00:00.0,NULL,Current
484,CL-9009,29,NULL,NULL,Bike Wash - Dissolver,2.9733,7.95,4.77,NA,4,3,NULL,NA,NULL,0,S ,NULL,NULL,Bike Wash,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",00:00.0,NULL,Current
485,FE-6654,30,NULL,NULL,Fender Set - Mountain,8.2205,21.98,13.188,NA,4,3,NULL,NA,NULL,0,M ,NULL,NULL,Fender Set - Mountain,Clip-on fenders fit most mountain bikes.,00:00.0,NULL,Current
486,ST-1401,27,NULL,NULL,All-Purpose Bike Stand,59.466,159,95.4,NA,4,3,NULL,NA,NULL,0,M ,NULL,NULL,All-Purpose Bike Stand,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,00:00.0,NULL,Current
487,HY-1023-70,32,NULL,NULL,Hydration Pack - 70 oz.,20.5663,54.99,32.994,Silver,4,3,70,70,NULL,0,S ,NULL,NULL,Hydration Pack,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.",00:00.0,NULL,Current
488,SJ-0194-S,21,NULL,NULL,"Short-Sleeve Classic Jersey, S",41.5723,53.99,32.394,Yellow,4,3,S,S,NULL,0,S ,NULL,U ,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",00:00.0,NULL,Current
